UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
C207C7E8,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,4,4,3,1.5625,3.4375,1.875,3.4,2.8,-0.6,1.5,3.9,2.4,1.75,1.75,0,2.25,3.25,1,1,1,1,1,1,1,1,4,3,4,2,1,1,1,1,1,2,4,3,3,5,1,1,5,1,1,1,1,2,1,1,3,2,1,1,4,1,1,3,3,3,4,4,4,3,4,4,4,4,3,4,3,3,2,3,2,2,3,3,4,4,5,4,5,3,4,4,4,3,3,3,2,1,1,4,2,4,3
990564AA,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2.375,3.125,0.75,2.6,3.6,1,2.3,3.6,1.3,2.5,3.75,1.25,2,3.5,1.5,4,2,2,2,2,2,2,2,2,3,4,3,2,2,2,2,2,3,2,4,2,4,2,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,2,4,2,4,3,2,3,4,2,3,2,2,5,4,3,3,4,3,4,2,4,5,3,4,3,4,3,3,4,3,4,5,4,3,4,4,4,4,4,2
6D5793F8,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,3.25,5,1.75,2.8,3,0.2,2.7,4.8,2.1,2.75,2.75,0,2.5,3.5,1,4,4,4,3,2,2,1,3,4,4,4,2,3,3,4,5,2,3,2,3,4,2,3,2,2,4,2,2,3,3,4,3,2,3,3,2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,3,3,5,5,5,5,5,5,5,5,5,5,3,3,2,3,3,2,3,4,5
AB18C394,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,4,4,3,2.25,2.6875,0.4375,3.2,3.2,0,1.4,4.4,3,2.75,2.75,0,2.25,3.5,1.25,2,2,2,4,4,2,2,2,2,2,3,1,2,2,2,2,4,5,1,4,2,1,2,1,1,1,2,2,1,1,2,4,4,1,2,3,2,2,2,3,2,2,2,4,4,2,4,4,2,2,1,2,2,4,3,4,2,2,3,5,3,5,5,5,3,5,5,4,4,5,3,3,2,3,2,5,4,3
9586F891,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,7,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2,3.6875,1.6875,2.8,3,0.2,3.3,4.2,0.9,2.5,2.5,0,2.25,2.75,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,5,4,4,2,4,4,2,2,3,3,4,2,2,2,2,2,2,3,5,3,4,3,3,2,4,3,5,3,2,5,5,5,3,4,2,3,3,3,4,3,5,4,5,3,5,5,4,4,4,4,2,2,2,3,3,3,2
D947FDDA,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,9,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,1.5,3.75,2.25,3,3,0,2.4,3.7,1.3,2,2,0,3.5,2.5,-1,1,5,1,1,1,1,1,5,1,1,1,1,1,1,1,1,5,3,5,1,1,3,1,1,5,5,1,1,1,1,5,1,5,1,1,5,5,3,1,3,5,3,4,5,4,3,2,5,2,3,4,5,4,3,5,1,3,3,3,5,5,5,3,3,2,5,4,4,3,3,1,3,3,1,4,2,3,1
720F0486,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2,3,1,3.4,2.8,-0.6,2.3,3,0.7,2,3,1,2.5,3,0.5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,2,4,4,2,2,4,2,3,2,2,2,2,2,2,2,2,2,2,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
AEF5B133,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,7,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,1.875,3.5,1.625,1.6,2.4,0.8,1.3,4.5,3.2,1.5,2.75,1.25,1,3.25,2.25,2,2,2,1,1,1,1,1,2,5,3,1,1,2,1,4,1,1,3,1,2,4,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,4,2,3,4,3,3,3,4,5,2,3,5,5,3,3,4,1,2,2,3,4,4,3,4,5,5,5,5,5,5,4,3,1,3,4,4,3,4,2
5D92F6C7,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2.4375,4,1.5625,2.2,3.2,1,2,4.1,2.1,2.75,2.75,0,1.25,3.5,2.25,3,2,2,2,1,2,2,3,3,4,4,3,2,2,2,2,1,3,3,2,2,1,2,5,1,4,1,1,1,1,3,4,1,3,3,2,1,1,1,4,4,5,3,4,5,5,4,2,3,4,4,4,5,3,5,1,5,3,3,4,3,5,4,4,4,5,5,4,3,4,4,1,3,3,4,3,4,3
FC08BDBF,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,10,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2,4.0625,2.0625,2.8,2.8,0,3.8,4.3,0.5,3.5,4,0.5,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,3,3,4,4,4,4,5,3,5,2,4,5,5,5,4,5,1,3,4,2,4,4,5,4,5,4,4,5,5,4,3,5,1,5,5,1,5,2,4
6E81D45F,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,9,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2.375,3.75,1.375,2.2,2.6,0.4,1.8,4.4,2.6,2.25,1.75,-0.5,2,2.75,0.75,2,2,2,4,2,2,1,2,3,2,3,2,3,2,3,3,1,2,4,2,2,4,1,1,1,2,1,2,2,2,2,2,3,2,2,1,3,3,1,2,4,3,4,5,4,5,3,4,4,3,3,4,3,4,5,1,1,4,2,5,5,4,4,5,4,5,5,5,4,3,2,2,2,1,2,3,4,2
FA453525,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,7,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,3,3.6875,0.6875,3,3,0,3,4.2,1.2,3,3,0,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,5,4,4,2,3,4,4,4,3,5,3,3,3,3,3,4,5,3,5,2,5,5,4,4,5,3,3,3,3,5,4,4,3
248F59EC,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,10,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,4,4,4,3,4.25,1.25,3,2.6,-0.4,3,4.3,1.3,3,4,1,3,2.5,-0.5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,4,5,4,4,5,5,3,5,4,4,4,4,4,3,5,1,3,2,3,4,3,4,4,5,4,5,5,4,5,4,5,3,4,4,1,3,3,3
97858223,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2.625,4.25,1.625,2.8,2,-0.8,2.8,4.6,1.8,2.25,2.25,0,2.25,3.75,1.5,3,3,2,2,2,2,2,2,3,3,3,3,3,2,3,4,3,2,2,3,4,4,3,2,2,3,3,3,3,2,3,2,2,3,2,2,2,2,3,5,4,5,3,4,5,5,4,4,3,3,5,5,4,4,5,1,2,3,3,1,5,5,3,5,4,5,5,5,5,4,2,2,2,3,3,5,5,2
002D2450,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,4,4,4,2.4375,4.1875,1.75,2.2,2.2,0,1.9,3.7,1.8,2.25,2.25,0,2.25,3.25,1,3,1,2,2,1,3,3,3,1,5,5,3,1,2,1,3,1,2,3,1,4,3,2,1,1,4,1,1,2,1,3,5,2,1,1,3,1,2,3,3,5,4,4,4,3,4,5,5,3,5,4,5,4,4,5,1,3,3,3,1,4,5,2,5,3,4,4,3,4,3,5,2,1,1,3,4,3,3
0D4DC1F8,18-24 years old,Male,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,9,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,5,5,5,2.125,3.875,1.75,3.8,2.8,-1,1.4,4,2.6,2.5,3,0.5,3.5,3.75,0.25,2,2,2,3,2,4,2,2,2,2,2,2,1,2,1,3,4,5,3,4,3,1,2,1,2,2,1,1,1,1,2,4,2,2,2,3,4,4,3,4,4,4,3,3,2,4,2,4,5,3,5,5,5,4,5,3,2,3,2,4,4,4,4,5,3,4,4,4,4,4,3,3,3,3,2,4,4,5
0672991A,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,10,Competitor - POL-ITE (Poly & ITE students in Singapore),Non RP Staff Student or Alumnus,5,5,5,1.0625,4.3125,3.25,3.8,3.4,-0.4,1,4.5,3.5,1,2,1,2.25,3,0.75,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,4,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,1,4,4,5,3,5,4,4,5,5,2,3,5,5,5,5,5,4,5,2,3,3,4,5,3,5,4,5,5,5,4,5,2,2,2,2,3,3,3,3
60A888DA,18-24 years old,Female,No,Not Applicable,No,4 Upper Secondary School,2. Kindred Spirit Series Virtual Challenge,10,Competitor - Youth (Age 12-17),Non RP Staff Student or Alumnus,4,4,3,1.25,3.25,2,2.6,2.6,0,1.8,3,1.2,1,1.5,0.5,1.75,3,1.25,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,4,3,3,2,1,1,1,1,1,2,2,2,3,4,1,1,1,1,2,2,2,1,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,3,3,3,3
974D2364,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,2.5,2.5,0,3,3,0,3.8,3.8,0,3.75,3.75,0,3.25,3.25,0,4,4,3,2,2,2,2,1,4,2,2,2,4,2,3,1,3,2,4,2,4,4,5,5,3,4,4,3,4,3,3,5,3,3,4,4,3,2,4,4,4,3,2,2,2,2,1,4,2,2,4,2,3,1,2,3,2,4,2,4,4,5,5,3,4,4,3,4,3,3,5,3,3,4,4,3,2,4
95D4C15C,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Emcee,Institute of Technical Education,5,5,5,3.375,3.375,0,3,3,0,4.1,4.1,0,3.75,3.75,0,3.5,3.5,0,5,5,3,1,1,2,4,3,4,3,5,4,4,3,4,3,1,3,5,1,5,4,3,4,2,5,5,5,5,5,3,5,3,3,4,4,3,3,4,5,5,3,1,1,2,4,3,4,3,5,4,3,4,3,4,1,3,5,1,5,4,3,4,2,5,5,5,5,5,3,5,3,3,4,4,3,3,4
8BD18B8F,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Emcee,Institute of Technical Education,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
E539460D,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,4.0625,3.75,-0.3125,3.8,3.2,-0.6,4.4,4,-0.4,4.75,4.5,-0.25,4.5,4.75,0.25,5,3,3,4,5,5,5,3,5,4,2,5,5,4,4,3,5,2,4,3,5,4,5,5,5,4,5,4,4,5,3,5,5,4,5,5,5,5,3,5,5,5,4,4,3,3,3,5,3,3,3,3,3,3,5,3,2,4,3,4,4,5,5,5,2,4,4,4,4,3,5,3,5,5,4,5,5,5
E2FD32A2,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,3.9375,3.9375,0,3.6,3.6,0,4.7,4.7,0,3.5,3.5,0,3.5,3.5,0,5,5,5,3,3,5,5,2,3,2,2,5,5,5,5,3,4,4,3,5,2,4,5,5,5,4,5,5,5,5,4,3,3,3,5,5,5,2,2,5,5,5,3,3,5,5,2,3,2,2,5,5,5,3,5,4,4,3,5,2,4,5,5,5,4,5,5,5,5,4,3,3,3,5,5,5,2,2
9DAD4102,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,3.3125,3.125,-0.1875,3,3.8,0.8,3.4,3.6,0.2,3.75,3.25,-0.5,3.25,2.5,-0.75,3,4,4,2,3,3,4,2,2,3,4,3,4,4,4,4,4,3,3,2,3,4,4,5,2,4,3,3,2,3,4,4,4,3,4,2,4,3,4,3,3,3,3,3,3,4,3,3,3,3,3,3,4,3,3,3,3,5,3,5,5,3,5,5,3,3,3,3,3,3,5,2,3,3,1,3,3,3
A4453F6B,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Competitor - POL-ITE (Poly & ITE students in Singapore),Non RP Staff Student or Alumnus,4,4,3,2.8125,4.9375,2.125,3,3.6,0.6,2.2,5,2.8,3,2.5,-0.5,3,2.5,-0.5,3,3,3,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,2,3,5,3,5,5,5,5,5,5,5,5,5,5,5,3,2,3,2,1,3,3,3
D92D4AD8,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3,3,0,3,3,0,3,3,0,3,3.5,0.5,3,3,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3
D3C05DE7,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,2.875,2.875,0,3.6,3.6,0,4.3,4.3,0,3.5,3.5,0,3.25,3.25,0,4,3,2,3,2,3,4,1,5,3,3,2,2,3,3,3,3,4,4,3,4,4,3,5,5,4,5,5,3,5,4,4,4,3,3,3,3,5,2,4,3,2,3,2,3,4,1,5,3,3,2,3,3,3,2,3,4,4,3,4,4,3,5,5,4,5,5,3,5,4,4,4,3,3,3,3,5,2
3FC4F4CF,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,3.9375,3.9375,0,2.8,2.8,0,4.6,4.6,0,4.25,4.25,0,2.5,2.5,0,5,3,4,4,3,3,3,1,5,3,5,4,5,5,5,5,3,1,5,1,4,5,3,5,4,5,5,5,4,5,5,5,5,3,4,2,3,2,3,5,3,4,4,3,3,3,1,5,3,5,5,5,5,5,4,3,1,5,1,4,5,3,5,4,5,5,5,4,5,5,5,5,3,4,2,3,2,3
D4645759,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.5625,3.5625,0,3,3,0,4.9,4.9,0,4.25,4.25,0,4.75,4.75,0,5,5,5,2,1,2,4,1,5,2,2,5,5,5,5,3,1,3,5,2,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5,5,5,5,2,1,2,4,1,5,2,2,5,5,5,3,5,1,3,5,2,4,5,4,5,5,5,5,5,5,5,5,5,4,4,4,4,5,5,5
AF337382,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,2.875,2.75,-0.125,2.8,2.6,-0.2,3.2,4.2,1,3.5,3.75,0.25,2.5,1.75,-0.75,4,3,3,2,3,3,2,1,3,3,3,3,3,3,3,4,3,1,5,2,3,5,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,2,3,3,3,3,3,3,3,1,3,1,1,4,4,2,4,3,1,1,5,1,5,5,5,5,3,4,5,4,4,4,3,5,3,3,4,1,3,2,1
23DA2309,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,RP Student (PET),5,5,5,4.75,4.75,0,2.2,2.2,0,4.1,4.1,0,4.75,4.75,0,3.75,3.75,0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3
648DC1FE,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,4.125,4.125,0,2.6,2.6,0,4.2,4.2,0,4.25,4.25,0,3.75,3.75,0,5,4,4,3,4,4,5,3,4,4,4,4,5,5,5,3,1,3,3,1,5,4,3,5,5,4,5,4,3,5,4,5,3,4,5,4,5,4,2,5,4,4,3,4,4,5,3,4,4,4,5,5,5,3,4,1,3,3,1,5,4,3,5,5,4,5,4,3,5,4,5,3,4,5,4,5,4,2
3FEC4EF9,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,4.75,4.75,0,2.2,2.2,0,4.1,4.1,0,4.75,4.75,0,3.75,3.75,0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3
52ED0F73,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Nanyang Polytechnic,5,5,5,3.5625,3.5625,0,2.6,2.6,0,4.5,4.5,0,3.5,3.5,0,4,4,0,5,3,3,2,2,3,5,4,4,4,1,5,5,5,3,3,2,1,3,2,5,5,1,5,4,5,5,5,5,5,5,5,1,3,5,3,4,5,4,5,3,3,2,2,3,5,4,4,4,1,5,5,3,3,5,2,1,3,2,5,5,1,5,4,5,5,5,5,5,5,5,1,3,5,3,4,5,4
EE5D8261,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,2.9375,2.9375,0,3.2,3.2,0,4.1,4.1,0,2.5,2.5,0,2.5,2.5,0,2,2,3,3,3,3,2,2,4,2,4,5,2,3,3,4,3,3,3,3,4,5,5,5,2,3,3,4,4,5,5,3,4,1,2,4,2,2,2,2,2,3,3,3,3,2,2,4,2,4,2,3,3,4,5,3,3,3,3,4,5,5,5,2,3,3,4,4,5,5,3,4,1,2,4,2,2,2
C76E7C49,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,1.75,4.875,3.125,2.4,3,0.6,1.4,4.6,3.2,1,2.75,1.75,1.5,4,2.5,1,1,1,1,2,1,1,1,5,3,4,1,1,1,1,3,1,2,1,4,4,2,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,3,3,1,5,5,1,5,5,5,5,5,5,5,5,2,2,3,4,3,5,5,3
738A85C5,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,2.0625,3.75,1.6875,2.4,2.8,0.4,2.3,4.1,1.8,2.5,2.5,0,2.25,2.5,0.25,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,3,3,2,2,2,2,2,2,4,2,2,2,2,3,4,2,2,2,2,2,2,3,4,4,5,4,2,3,2,5,2,4,4,4,4,4,4,5,2,1,4,3,4,5,4,5,3,4,4,4,4,4,4,4,2,2,2,2,2,2,4
7ECB685A,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,1.25,3.0625,1.8125,2.6,2.6,0,1.9,3,1.1,1.25,1.25,0,1.5,3,1.5,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,2,5,3,2,3,5,3,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,1,1,1,3,3,3,3
D5DC4E78,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Competitor - POL-ITE (Poly & ITE students in Singapore),Non RP Staff Student or Alumnus,4,4,3,2.1875,3.8125,1.625,3.2,3.6,0.4,2,4.6,2.6,2.5,2.5,0,2.5,3.5,1,2,2,2,2,2,3,2,4,2,2,2,2,2,2,2,2,4,4,2,4,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,2,4,3,4,5,2,5,5,3,4,2,2,5,3,5,4,5,4,2,5,2,5,5,2,4,5,5,5,5,5,5,5,2,4,2,2,1,3,5,5
D2C64330,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Emcee,Institute of Technical Education,5,5,5,4.375,4.375,0,1.6,1.6,0,4.4,4.4,0,4.75,4.75,0,3.5,3.5,0,5,5,5,3,3,3,5,3,3,5,5,5,5,5,5,5,1,1,3,1,2,5,3,3,3,5,5,5,5,5,5,4,5,5,5,1,5,5,3,5,5,5,3,3,3,5,3,3,5,5,5,5,5,5,5,1,1,3,1,2,5,3,3,3,5,5,5,5,5,5,4,5,5,5,1,5,5,3
290CDA35,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,2.125,3.875,1.75,2.8,3,0.2,1.6,4.5,2.9,2,2,0,3.25,4,0.75,1,1,1,3,4,2,2,4,2,4,2,3,1,1,1,2,3,4,1,4,2,2,2,1,3,2,1,1,1,1,2,2,2,2,2,4,3,4,2,3,3,4,4,4,3,5,3,4,3,5,4,4,4,4,5,3,2,3,3,4,4,5,5,4,4,5,5,5,5,3,2,2,2,2,4,4,4,4
47134AA4,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Institute of Technical Education,4,4,3,3.25,3.25,0,2.6,2.6,0,3.5,3.5,0,3.5,3.5,0,2.75,2.75,0,3,3,3,3,3,3,3,4,2,3,3,3,4,3,4,5,1,2,4,3,3,5,2,3,3,3,4,3,3,5,4,3,3,3,5,1,4,3,3,3,3,3,3,3,3,3,4,2,3,3,4,3,4,5,3,1,2,4,3,3,5,2,3,3,3,4,3,3,5,4,3,3,3,5,1,4,3,3
